name,call_sites,max_args,distribution
func_00015ACC,2,2,2 args x1; 1 args x1
func_00011010,2,2,1 args x1; 2 args x1
func_000113D0,2,5,5 args x2
func_000114CC,2,3,3 args x2
func_00015ADC,2,1,1 args x1
func_000000E8,1,2,2 args x1
func_00003C6C,1,3,3 args x1
func_00005478,1,1,1 args x1
func_0000092C,1,3,3 args x1
func_00000A0C,1,3,3 args x1
func_000025FC,1,1,1 args x1
func_00002C7C,1,1,1 args x1
func_00002CFC,1,1,1 args x1
func_00002C5C,1,1,1 args x1
func_00002CDC,1,1,1 args x1
func_00002D7C,1,1,1 args x1
func_00002D5C,1,1,1 args x1
func_00002E98,1,1,1 args x1
func_00002EB8,1,1,1 args x1
func_00002708,1,1,1 args x1
func_00002A14,1,2,2 args x1
func_00001D6C,1,3,3 args x1
func_00001E9C,1,2,2 args x1
func_00001EC0,1,2,2 args x1
func_00003124,1,4,4 args x1
func_0000284C,1,1,1 args x1
func_00001EC8,1,6,6 args x1
func_00013980,1,5,5 args x1
func_000018F8,1,1,1 args x1
func_000021AC,1,2,2 args x1
func_00000B20,1,2,2 args x1
func_0000BD2C,1,1,1 args x1
func_0000B8D8,1,2,2 args x1
func_00011C4C,1,3,3 args x1
func_0000B304,1,3,3 args x1
func_000003AC,1,1,1 args x1
func_00009FC8,1,1,1 args x1
func_0000B888,1,1,1 args x1
func_000116A4,1,1,1 args x1
func_00005394,1,2,2 args x1
func_00009CDC,1,2,2 args x1
func_0000AF88,1,1,1 args x1
func_0000195C,1,1,1 args x1
func_0000AB00,1,3,3 args x1
func_0000AF08,1,1,1 args x1
func_0000AEAC,1,1,1 args x1
func_0000AB24,1,3,3 args x1
func_00009FD4,1,1,1 args x1
func_00002968,1,1,1 args x1
func_000058B8,1,1,1 args x1
func_00011D58,1,1,1 args x1
func_000124C8,1,1,1 args x1
func_00002DBC,1,1,1 args x1
func_00002510,1,1,1 args x1
func_00012280,1,2,2 args x1
func_00002AD4,1,1,1 args x1
func_00000C0C,1,1,1 args x1
func_00000C50,1,1,1 args x1
func_00000CD8,1,1,1 args x1
func_00000D60,1,1,1 args x1
func_00000500,1,1,1 args x1
func_000003D8,1,1,1 args x1
func_000007EC,1,2,2 args x1
func_000068C8,1,2,2 args x1
func_000119A8,1,1,1 args x1
func_00011640,1,4,4 args x1
func_00009720,1,1,1 args x1
func_000019B8,1,1,1 args x1
func_00003178,1,4,4 args x1
func_0000AF68,1,2,2 args x1
func_00013858,1,2,2 args x1
func_00015790,1,4,4 args x1
func_0000C52C,1,1,1 args x1
func_0000104C,1,1,1 args x1
func_0000B620,1,4,4 args x1
func_0000AA98,1,1,1 args x1
func_0000B9D0,1,4,4 args x1
func_0000096C,1,4,4 args x1
func_00015890,1,1,1 args x1
func_00009E94,1,3,3 args x1
func_000037D8,1,1,1 args x1
func_00012244,1,2,2 args x1
func_000003CC,1,2,2 args x1
func_00012104,1,2,2 args x1
func_0001222C,1,2,2 args x1
func_00012238,1,2,2 args x1
func_00015778,1,2,2 args x1
func_000031CC,1,1,1 args x1
func_0000BC20,1,4,4 args x1
func_0000B95C,1,1,1 args x1
func_0000B594,1,5,5 args x1
func_0000B5F0,1,3,3 args x1
func_0000C550,1,2,2 args x1
func_00013D14,1,5,5 args x1
func_00013F7C,1,4,4 args x1
func_0001411C,1,1,1 args x1
func_00014594,1,3,3 args x1
func_0000B9B4,1,1,1 args x1
func_0000BB10,1,1,1 args x1
func_0000BA7C,1,1,1 args x1
func_0000BAA4,1,1,1 args x1
func_0000BACC,1,1,1 args x1
func_00002818,1,1,1 args x1
func_0000BC08,1,1,1 args x1
func_0000B4C8,1,1,1 args x1
func_00003BD8,1,1,1 args x1
func_0000A968,1,3,3 args x1
func_0000AAA4,1,3,3 args x1
func_0000A9D8,1,3,3 args x1
func_0000AA10,1,3,3 args x1
func_0000AA48,1,3,3 args x1
func_00000270,1,2,2 args x1
func_0000389C,1,1,1 args x1
func_0001179C,1,1,1 args x1
func_00002F58,1,3,3 args x1
func_00002F80,1,2,2 args x1
func_00002FA8,1,2,2 args x1
func_00002FD0,1,3,3 args x1
func_00003020,1,4,4 args x1
func_00003068,1,3,3 args x1
func_000030AC,1,2,2 args x1
func_000030D4,1,3,3 args x1
func_0000B2AC,1,1,1 args x1
func_00011C1C,1,1,1 args x1
func_00010FC0,1,2,2 args x1
func_00011274,1,4,4 args x1
func_00003AF4,1,1,1 args x1
func_000024F0,1,1,1 args x1
func_00003460,1,1,1 args x1
func_00014BA4,1,4,4 args x1
func_000147B8,1,5,5 args x1
func_000149FC,1,7,7 args x1
func_00015554,1,3,3 args x1
func_0001404C,1,1,1 args x1
func_00015760,1,2,2 args x1
