name,call_sites,max_args,distribution
func_00081090,81,5,1 args x55; 2 args x8; 3 args x5
func_0027A7EC,81,4,4 args x81
func_000A3DD8,80,3,1 args x46; 2 args x4; 3 args x3
func_0017BB0C,80,4,2 args x76; 3 args x2; 4 args x1
func_0006D5F8,79,6,4 args x70; 6 args x7; 5 args x1
func_00152710,79,4,1 args x33; 2 args x1; 4 args x1
func_00274DE8,79,4,4 args x77; 3 args x2
func_00170F10,78,4,3 args x76; 4 args x2
func_000962F4,78,4,2 args x74; 1 args x2; 4 args x2
func_002CF300,78,6,2 args x76; 6 args x1
func_000A5408,77,4,3 args x61; 4 args x14; 2 args x1
func_0001D64C,76,4,4 args x75; 3 args x1
func_00041E0C,75,1,1 args x75
func_000615F4,75,8,3 args x64; 4 args x9; 5 args x1
func_002D57FC,75,2,1 args x55; 2 args x1
func_00040358,74,2,1 args x73; 2 args x1
func_002A0A64,74,3,3 args x74
func_000D6E54,72,3,1 args x20; 2 args x12; 3 args x2
func_0005AA80,72,4,4 args x70; 3 args x1; 2 args x1
func_00072420,71,3,2 args x64; 1 args x3; 3 args x1
func_00095E94,70,4,2 args x67; 3 args x1; 4 args x1
func_001A3A88,70,3,2 args x34; 1 args x28; 3 args x7
func_00276C2C,70,8,5 args x67; 8 args x1; 4 args x1
func_002A446C,70,8,8 args x70
func_00077868,69,8,5 args x59; 8 args x8; 4 args x2
func_00265AA4,69,5,2 args x65; 5 args x2; 4 args x1
func_00041C88,68,2,2 args x64; 1 args x4
func_0008BD40,68,4,1 args x56; 2 args x2; 4 args x1
func_00091524,68,3,3 args x59; 1 args x6
func_001A9704,68,8,8 args x68
func_00077C08,67,5,4 args x64; 5 args x2; 2 args x1
func_00089D30,67,4,3 args x65; 4 args x1; 2 args x1
func_0003FEEC,67,7,1 args x54; 2 args x2; 7 args x2
func_0008D080,67,5,1 args x43; 3 args x8; 2 args x8
func_00187618,67,5,5 args x67
func_001A35C4,67,6,2 args x54; 1 args x3; 3 args x2
func_00040C10,66,4,3 args x60; 2 args x3; 4 args x3
func_0001D5D8,66,5,4 args x64; 5 args x1; 3 args x1
func_000A3880,66,2,1 args x39; 2 args x3
func_000A59E0,66,4,4 args x66
func_00095B10,65,4,1 args x56; 2 args x4; 3 args x3
func_00187764,65,5,5 args x65
func_000A36E8,64,4,1 args x42; 2 args x2; 4 args x1
func_000A554C,64,4,4 args x63; 3 args x1
func_0008EACC,63,3,1 args x34; 2 args x5; 3 args x3
func_000A110C,63,4,2 args x54; 3 args x3; 4 args x3
func_001FDC38,63,3,3 args x62
func_0008100C,62,2,2 args x60; 1 args x2
func_0003FF28,62,2,1 args x18; 2 args x1
func_0015CCE0,61,7,2 args x31; 4 args x16; 3 args x9
func_0005BA90,61,6,6 args x59; 4 args x1; 5 args x1
func_0027464C,61,3,2 args x55; 1 args x5; 3 args x1
func_00098A44,60,2,2 args x58; 1 args x2
func_001EC930,60,8,2 args x43; 3 args x7; 4 args x4
func_00040470,59,2,1 args x53; 2 args x3
func_0009F680,59,6,2 args x41; 3 args x6; 5 args x3
func_001A0D44,59,3,2 args x58; 3 args x1
func_002BFC68,58,7,5 args x55; 4 args x2; 7 args x1
func_0008B7D0,57,3,2 args x51; 3 args x3; 1 args x3
func_0003CB18,57,3,1 args x37; 2 args x3; 3 args x1
func_0008E6B4,57,3,1 args x44; 2 args x3; 3 args x1
func_0027B070,57,7,7 args x57
func_0018BBE8,57,7,3 args x54; 7 args x1; 5 args x1
func_000A3DFC,56,2,2 args x52; 1 args x1
func_0008ACC8,56,3,2 args x51; 1 args x2; 3 args x1
func_002CDB4C,56,7,1 args x7; 4 args x2; 2 args x2
func_0027CD98,56,4,2 args x55; 4 args x1
func_000832B4,55,3,3 args x52; 2 args x2
func_0006D308,55,3,2 args x54; 3 args x1
func_00256F64,55,6,2 args x54; 6 args x1
