nid,vram,func,words,call_sites,argc,stack_args,returns,leaf,sdk_calls,reaches,sdk_reexport
0xDF62D899,0x058B20,func_00058B20,12,3,1,0,1,0,,,
0x9E72EF23,0x059320,func_00059320,16,3,3,0,0,0,,,
0xA864B21B,0x059418,func_00059418,12,3,3,0,1,0,,,
0x81771688,0x05E150,func_0005E150,45,3,1,0,1,0,,,
0x534B5F77,0x05E204,func_0005E204,57,3,1,0,1,0,,,
0x41C38588,0x05E84C,func_0005E84C,5,3,1,0,1,1,,,
0x6EAF1121,0x05EAE8,func_0005EAE8,4,3,1,0,0,0,,,
0x83458494,0x05EB84,func_0005EB84,15,3,1,0,1,0,,,
0x556194E7,0x05ECC0,func_0005ECC0,4,3,1,0,0,0,,,
0x287B3382,0x05EDFC,func_0005EDFC,4,3,1,0,0,0,,,
0xA046924B,0x05EE2C,func_0005EE2C,4,3,1,0,0,0,,,
0x18E75398,0x05EEEC,func_0005EEEC,4,3,1,0,0,0,,,
0x86A5D733,0x05EFF4,func_0005EFF4,4,3,1,0,0,0,,,
0x94AA61EE,0x06E324,ThreadManForUser_94AA61EE,0,3,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x5F01916F,0x0007D4,func_000007D4,154,2,3,0,1,0,Kernel_Library_092968F4;Kernel_Library_5F10D406;sceGe_user_AB49E76A,Kernel_Library;sceGe_user,
0xBA8CF6B9,0x0014C4,func_000014C4,7,2,0,0,0,0,,Kernel_Library;sceGe_user,
0xD9F56690,0x001FE0,func_00001FE0,5,2,0,0,0,1,,,
0x8F2316E1,0x001FF4,func_00001FF4,4,2,1,0,0,1,,,
0xA0547747,0x002004,func_00002004,4,2,1,0,0,1,,,
0x388D8736,0x002014,func_00002014,10,2,1,0,0,0,,,
0x420E7DB5,0x003D68,func_00003D68,122,2,4,0,1,0,sceGe_user_E47E40E4,sceGe_user,
0x0D188658,0x00D3C8,func_0000D3C8,28,2,2,0,1,1,,,
0x307DF57A,0x013F18,func_00013F18,12,2,0,0,0,0,,,
0x803FC64B,0x014AF0,func_00014AF0,14,2,2,0,1,1,,,
0xED06F118,0x014C54,func_00014C54,10,2,2,0,1,1,,,
0x8BFD0B7B,0x014DB0,func_00014DB0,11,2,2,0,1,1,,,
0x0C27DC4A,0x0154B0,func_000154B0,8,2,2,0,0,1,,,
0xC2CD822B,0x01565C,func_0001565C,10,2,2,0,0,1,,,
0xBE792119,0x016008,func_00016008,8,2,1,0,1,1,,,
0x5C4E84AA,0x016794,func_00016794,22,2,0,0,0,1,,,
0x424598D9,0x016AA4,func_00016AA4,12,2,0,0,0,1,,,
0x94F364BA,0x016D94,func_00016D94,7,2,2,0,1,1,,,
0x8174A2CB,0x018950,func_00018950,12,2,0,0,1,0,,Kernel_Library;UtilsForUser;sceCtrl;sceDisplay;sceGe_user,
0x2BACAD04,0x019A40,func_00019A40,64,2,4,0,1,0,ThreadManForUser_4E3A1105;ThreadManForUser_3F53E640,ThreadManForUser,
0x58F84DA0,0x01A9D8,func_0001A9D8,51,2,0,0,1,0,ThreadManForUser_B011B11F;ThreadManForUser_6B30100F,ThreadManForUser,
0x20A40A75,0x01AAA4,func_0001AAA4,21,2,0,0,1,0,ThreadManForUser_B011B11F;ThreadManForUser_6B30100F,ThreadManForUser,
0xFAAC7D51,0x01AD9C,func_0001AD9C,7,2,1,0,1,1,,,
0xF292E199,0x01B20C,func_0001B20C,3,2,0,0,0,1,,,
0x2074DED0,0x01B340,func_0001B340,24,2,3,0,1,0,,,
0x130C21DC,0x01EA20,func_0001EA20,13,2,1,0,1,0,,,
0xE62EDAB3,0x01EE18,func_0001EE18,28,2,3,0,1,0,,,
0x4258FC8D,0x021DE4,func_00021DE4,52,2,3,0,1,0,,,
0x7ABC8184,0x02205C,func_0002205C,3,2,0,0,1,1,,,
0x01AA3558,0x022948,func_00022948,9,2,0,0,0,1,,,
0x826BD884,0x024818,func_00024818,27,2,0,0,1,0,,,
0x4DFEDFFA,0x025338,func_00025338,3,2,1,0,0,1,,,
0x6F0D36D3,0x025344,func_00025344,3,2,0,0,1,1,,,
0xF48E70FB,0x026074,func_00026074,75,2,3,0,1,0,,,
0x890D2BD0,0x026C28,func_00026C28,21,2,0,0,1,0,,,
0xD5E5A748,0x0273C0,func_000273C0,20,2,2,0,1,0,,,
0xD7F13632,0x02F514,func_0002F514,3,2,1,0,0,1,,,
0x56E6D6D6,0x02F958,func_0002F958,31,2,0,0,1,0,,,
0xABFD44C4,0x032F08,func_00032F08,33,2,4,0,1,0,,,
0x79E8E06C,0x033F30,func_00033F30,124,2,6,0,1,0,,,
0xD80C7D36,0x036110,func_00036110,38,2,2,0,1,0,,ThreadManForUser,
0xC01F381E,0x03679C,func_0003679C,3,2,1,0,1,1,,,
0xBF1A3037,0x037280,func_00037280,10,2,1,0,0,0,,,
0xB0D6F4FF,0x0372A8,func_000372A8,8,2,0,0,1,0,,,
0xA84EDF3B,0x03C360,func_0003C360,3,2,1,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0xD319DD3A,0x03C530,func_0003C530,76,2,3,0,1,0,,,
0x805DBDF3,0x03C6A0,func_0003C6A0,33,2,3,0,1,0,,,
0x82DEC529,0x03C7BC,func_0003C7BC,29,2,1,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0xD3448D59,0x043118,func_00043118,5,2,0,0,1,1,,,
0x3E4FC8A6,0x049850,func_00049850,5,2,0,0,1,1,,,
0xBCEB40ED,0x04B42C,func_0004B42C,14,2,1,0,0,0,,,
0xFF141CC8,0x04B4A8,func_0004B4A8,18,2,2,0,0,0,,sceNetAdhoc;sceNetAdhocMatching,
0xC978255D,0x04B570,func_0004B570,14,2,1,0,0,0,,,
0xEF9EFF0F,0x04B5A8,func_0004B5A8,14,2,1,0,0,0,,,
0x173C81DF,0x04B8CC,func_0004B8CC,9,2,0,0,0,0,,,
0x892F5B43,0x04B9B0,func_0004B9B0,20,2,3,0,0,0,,,
0x70563675,0x04BA00,func_0004BA00,9,2,0,0,0,0,,,
0x6DBE26D9,0x04BA78,func_0004BA78,11,2,0,0,0,0,,sceNetAdhoc;sceNetAdhocMatching,
0xED529D26,0x04F918,func_0004F918,81,2,1,0,1,0,,,
0x7140069D,0x04FA5C,func_0004FA5C,8,2,1,0,0,0,,,
0xB61A765E,0x050610,func_00050610,41,2,1,0,1,0,,,
0x8CE72107,0x0507E0,func_000507E0,38,2,2,0,0,0,,,
0xD98EA579,0x050898,func_00050898,161,2,3,0,0,0,,,
0x5F673552,0x050E68,func_00050E68,13,2,0,0,0,0,,,
0xCDECA77A,0x05115C,func_0005115C,10,2,0,0,1,0,,,
0xE11505A9,0x0511C4,func_000511C4,10,2,0,0,1,0,,,
0xF2BA729B,0x051BD4,func_00051BD4,12,2,0,0,1,0,,,
0x8171A371,0x052F14,func_00052F14,15,2,1,0,0,0,,,
0x79B05ABC,0x053084,func_00053084,15,2,1,0,0,0,,,
0xEFADAB40,0x0530F0,func_000530F0,24,2,2,0,0,0,,,
0xA845D5F0,0x053218,func_00053218,24,2,2,0,0,0,,,
0x98CFEF3D,0x053428,func_00053428,12,2,2,0,0,0,,,
0x93051754,0x053A60,func_00053A60,12,2,2,0,0,0,,,
0xF334B3F9,0x053A90,func_00053A90,27,2,2,0,1,1,,,
0x3ADC4161,0x053B44,func_00053B44,2,2,1,0,1,1,,,
0xF1D5B644,0x053BAC,func_00053BAC,4,2,2,0,1,1,,,
0x665C6D67,0x053D14,func_00053D14,15,2,1,0,0,0,,,
0xDDDE1D55,0x053D78,func_00053D78,18,2,1,0,0,0,,,
0x9C7833AA,0x054AC0,func_00054AC0,15,2,1,0,0,0,,,
0x9A381A51,0x054B84,func_00054B84,11,2,1,0,1,0,,,
0xE87491C1,0x05549C,func_0005549C,11,2,0,0,1,0,,,
0x3BB4C309,0x05563C,func_0005563C,12,2,1,0,0,0,,,
0x415BCECC,0x05566C,func_0005566C,10,2,0,0,1,0,,,
0x850B903B,0x05573C,func_0005573C,12,2,1,0,1,0,,,
0x69BC0E71,0x0557A8,func_000557A8,12,2,1,0,1,0,,,
0xA4585C47,0x055814,func_00055814,12,2,1,0,1,0,,,
0xD859D27D,0x0559C4,func_000559C4,12,2,1,0,1,0,,,
0xEC23C07C,0x055A60,func_00055A60,12,2,1,0,0,0,,,
0xDC3F7D07,0x055B08,func_00055B08,10,2,0,0,1,0,,,
0x64320906,0x055C18,func_00055C18,15,2,2,0,0,0,,,
0x074A3951,0x055CF0,func_00055CF0,15,2,2,0,0,0,,,
0xF562B0AE,0x055D8C,func_00055D8C,10,2,0,0,1,0,,,
0x1020AABA,0x0589C8,func_000589C8,15,2,2,0,0,0,,,
0x35CD6059,0x058D2C,func_00058D2C,8,2,0,0,1,0,,,
0x3EF8731C,0x0593B0,func_000593B0,14,2,2,0,1,1,,,
0xBAF2096A,0x0593E8,func_000593E8,12,2,3,0,1,0,,,
0xB059F726,0x0598FC,func_000598FC,3,2,0,0,1,1,,,
0x1CCB5DD4,0x059984,func_00059984,18,2,3,0,0,0,,,
0x0D957433,0x059C9C,func_00059C9C,78,2,2,0,0,1,,,
0xC42E1A5A,0x05A19C,func_0005A19C,133,2,2,0,1,0,,,
0x89EB3BA4,0x05A3B0,func_0005A3B0,17,2,1,0,1,0,,,
0x3748A4B1,0x05DF60,func_0005DF60,21,2,0,0,1,0,,,
0x357FB288,0x05E460,func_0005E460,25,2,1,0,1,1,,,
0xFC940D59,0x05E784,func_0005E784,25,2,1,0,1,1,,,
0xDCCE7AAA,0x05EBC0,func_0005EBC0,20,2,1,0,1,0,,,
0x86A6704D,0x05EC50,func_0005EC50,4,2,1,0,0,0,,,
0x40D26DEC,0x05EEBC,func_0005EEBC,4,2,1,0,0,0,,,
0x69B00027,0x05EECC,func_0005EECC,4,2,1,0,0,0,,,
0x3C238AF0,0x05EEFC,func_0005EEFC,4,2,1,0,0,0,,,
0x5C8EF0DE,0x05EFA0,func_0005EFA0,4,2,1,0,0,0,,,
0xF8425C44,0x05F004,func_0005F004,4,2,1,0,0,0,,,
0xCEAFCA0A,0x05F14C,func_0005F14C,4,2,1,0,0,0,,,
0x50F0C1EC,0x06E00C,ModuleMgrForUser_50F0C1EC,0,2,0,0,0,1,,ModuleMgrForUser,ModuleMgrForUser
0xD1FF982A,0x06DFF4,ModuleMgrForUser_D1FF982A,0,2,0,0,0,1,,ModuleMgrForUser,ModuleMgrForUser
0x2E0911AA,0x06DFEC,ModuleMgrForUser_2E0911AA,0,2,0,0,0,1,,ModuleMgrForUser,ModuleMgrForUser
0x6D212BAC,0x06E2A4,ThreadManForUser_6D212BAC,0,2,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x58B1F937,0x06E25C,ThreadManForUser_58B1F937,0,2,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x82BC5777,0x06E2EC,ThreadManForUser_82BC5777,0,2,0,0,0,1,,ThreadManForUser,ThreadManForUser
0xB29DDF9C,0x06DF24,sceIoDopen,0,2,1,0,1,1,sceIoDopen,IoFileMgrForUser,IoFileMgrForUser:sceIoDopen(s)
0xEB092469,0x06DF54,sceIoDclose,0,2,1,0,1,1,sceIoDclose,IoFileMgrForUser,IoFileMgrForUser:sceIoDclose(i)
0xE3EB004C,0x06DF34,sceIoDread,0,2,2,0,1,1,sceIoDread,IoFileMgrForUser,IoFileMgrForUser:sceIoDread(ix)
0xEB6D20A5,0x005B34,func_00005B34,56,1,0,0,1,0,,,
0x7E66D731,0x006084,func_00006084,81,1,0,0,1,0,,,
0x481C9ADA,0x00909C,func_0000909C,11,1,1,0,0,0,,Kernel_Library;SysMemUserForUser,
0xAD8AF84F,0x0090C8,func_000090C8,11,1,1,0,0,0,,Kernel_Library;SysMemUserForUser,
0xA48D2592,0x009C50,func_00009C50,175,1,3,0,1,0,,,
0x8B52B60D,0x014884,func_00014884,10,1,3,0,1,1,,,
0xF5477BCF,0x014978,func_00014978,8,1,2,0,1,1,,,
0xBB54BCFE,0x014A64,func_00014A64,8,1,2,0,0,1,,,
0x6F0F019C,0x014E94,func_00014E94,13,1,3,0,1,1,,,
0x12DA0DE2,0x014EFC,func_00014EFC,12,1,2,0,0,1,,,
0xFE3B7EB5,0x015140,func_00015140,6,1,1,0,1,1,,,
0x7BCB8905,0x015358,func_00015358,11,1,3,0,1,1,,,
0x500B1756,0x015684,func_00015684,8,1,1,0,1,1,,,
0xFAB49CC1,0x0156FC,func_000156FC,12,1,3,0,1,1,,,
0x158364F1,0x0157E8,func_000157E8,21,1,2,0,1,1,,,
0x7C331AE4,0x0159DC,func_000159DC,31,1,3,0,1,1,,,
0x059281D4,0x0161B0,func_000161B0,14,1,2,0,1,1,,,
0xDA790D12,0x016A54,func_00016A54,10,1,0,0,0,1,,,
0x26F05781,0x016A7C,func_00016A7C,10,1,0,0,0,1,,,
0x38401656,0x016CF0,func_00016CF0,9,1,1,0,0,1,,,
0xE758A14F,0x016F7C,func_00016F7C,11,1,3,0,1,1,,,
0x44653809,0x0173F0,func_000173F0,35,1,4,0,1,1,,,
0xB442C776,0x017500,func_00017500,35,1,1,0,1,1,,,
0x46FDDA71,0x01947C,func_0001947C,73,1,7,0,1,0,ThreadManForUser_4E3A1105;ThreadManForUser_3F53E640,ThreadManForUser,
0x614C6885,0x019E3C,func_00019E3C,8,1,0,0,1,0,,,
0xAB7BB274,0x01A8A0,func_0001A8A0,78,1,0,0,1,0,sceIoGetstat,IoFileMgrForUser;Kernel_Library;UtilsForUser;sceCtrl;sceDisplay;sceGe_user;sceUtility,
0x2058A08F,0x01AAF8,func_0001AAF8,41,1,0,0,1,0,ThreadManForUser_B011B11F;ThreadManForUser_6B30100F,ThreadManForUser,
0xD2EE9973,0x01AD8C,func_0001AD8C,2,1,1,0,1,1,,,
0x316D8C28,0x01EDE0,func_0001EDE0,14,1,1,0,1,0,,,
0xF20A12CE,0x020E6C,func_00020E6C,11,1,0,0,1,0,,,
0xFFBC9F88,0x027468,func_00027468,28,1,3,0,1,0,,,
0xACAC5C40,0x02C560,func_0002C560,24,1,1,0,1,0,,,
0x35D67398,0x02C938,func_0002C938,22,1,1,0,1,0,,,
0x5B4DADF5,0x02EEA0,func_0002EEA0,47,1,1,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x0190A327,0x02F088,func_0002F088,47,1,1,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0xEB263A38,0x02F3D4,func_0002F3D4,3,1,0,0,1,1,,,
0x12B0F55D,0x02F3EC,func_0002F3EC,4,1,1,0,1,1,,,
0x17333DB7,0x02F438,func_0002F438,3,1,0,0,1,1,,,
0xD6885B1A,0x02F444,func_0002F444,3,1,1,0,0,1,,,
0xA045CACE,0x02F8CC,func_0002F8CC,11,1,0,0,1,0,,,
0x5CACF78D,0x02FA20,func_0002FA20,146,1,1,0,1,0,,,
0x85906D69,0x0302F8,func_000302F8,137,1,1,0,1,0,,Kernel_Library;SysMemUserForUser,
0x65FA8E18,0x03055C,func_0003055C,20,1,0,0,1,0,,,
0x83B39FA9,0x030CC8,func_00030CC8,48,1,1,0,1,0,,,
0xD0FBFC51,0x030D88,func_00030D88,59,1,1,0,1,0,,,
0x1E4B7ED5,0x030F10,func_00030F10,124,1,1,0,0,0,,,
0x0441C9EF,0x03125C,func_0003125C,249,1,4,0,1,0,,Kernel_Library;ThreadManForUser;sceGe_user;sceLibFont,
0xD62744B5,0x031654,func_00031654,364,1,5,0,1,0,,Kernel_Library;ThreadManForUser;sceGe_user;sceLibFont,
0x574E5B18,0x032E4C,func_00032E4C,47,1,5,0,1,0,,,
0x52A444CF,0x033DA4,func_00033DA4,99,1,6,0,1,0,,,
0x72E1BD70,0x034520,func_00034520,84,1,6,0,1,0,,Kernel_Library;sceGe_user;sceLibFont,
0x19C5BDE2,0x0371E8,func_000371E8,34,1,3,0,1,0,,,
0x57018B7C,0x037348,func_00037348,15,1,1,0,0,0,,,
0xF5FE661C,0x03B368,func_0003B368,43,1,0,0,1,0,sceUtilityMsgDialogInitStart,sceUtility,
0x054A8ACD,0x03B414,func_0003B414,48,1,0,0,1,0,sceUtilityMsgDialogGetStatus;sceUtilityMsgDialogUpdate;sceUtilityMsgDialogShutdownStart,sceGe_user;sceUtility,
0x2A1C18E9,0x03B4D4,func_0003B4D4,30,1,0,0,1,0,sceUtilityMsgDialogInitStart,sceUtility,
0xD5CEC905,0x03B54C,func_0003B54C,41,1,0,0,1,0,sceUtilityMsgDialogGetStatus;sceUtilityMsgDialogUpdate;sceUtilityMsgDialogShutdownStart,sceGe_user;sceUtility,
0xB10A7131,0x03B5F0,func_0003B5F0,30,1,0,0,1,0,sceUtilityMsgDialogInitStart,sceUtility,
0xF90CC1D7,0x03B668,func_0003B668,41,1,0,0,1,0,sceUtilityMsgDialogGetStatus;sceUtilityMsgDialogUpdate;sceUtilityMsgDialogShutdownStart,sceGe_user;sceUtility,
0xB6C6EB69,0x03B70C,func_0003B70C,30,1,0,0,1,0,sceUtilityMsgDialogInitStart,sceUtility,
0x4A31C963,0x03B784,func_0003B784,41,1,0,0,1,0,sceUtilityMsgDialogGetStatus;sceUtilityMsgDialogUpdate;sceUtilityMsgDialogShutdownStart,sceGe_user;sceUtility,
0xA6669074,0x03B828,func_0003B828,31,1,0,0,1,0,sceUtilityMsgDialogInitStart,sceUtility,
0xB8010A25,0x03B8A4,func_0003B8A4,49,1,0,0,1,0,sceUtilityMsgDialogGetStatus;sceUtilityMsgDialogUpdate;sceUtilityMsgDialogShutdownStart,sceGe_user;sceUtility,
0xB8B856F6,0x03BCBC,func_0003BCBC,52,1,0,0,1,0,sceUtilityGamedataInstallInitStart,sceUtility,
0x84BE0718,0x03BD8C,func_0003BD8C,26,1,0,0,1,0,sceUtilityGamedataInstallGetStatus;sceUtilityGamedataInstallUpdate;sceUtilityGamedataInstallShutdownStart,sceGe_user;sceUtility,
0xF5D788E4,0x03BE00,func_0003BE00,13,1,1,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x7EE06EF8,0x03BE34,func_0003BE34,12,1,0,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x2E783F70,0x03C1A8,func_0003C1A8,9,1,0,0,1,0,,,
0x80E7F36C,0x03C2B0,func_0003C2B0,3,1,1,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x57724B02,0x03C39C,func_0003C39C,3,1,0,0,0,0,,,
0x592F970A,0x03C3A8,func_0003C3A8,2,1,0,0,0,0,,,
0x1B4AF0F5,0x03C724,func_0003C724,38,1,5,0,1,0,,,
0x8EC4A14F,0x0402F0,func_000402F0,2,1,3,0,0,0,,,
0x4878E980,0x0402F8,func_000402F8,5,1,1,0,1,1,,,
0xBBB5D950,0x040C84,func_00040C84,7,1,2,0,0,1,,,
0xDD69EDFB,0x040CD8,func_00040CD8,3,1,0,0,1,1,,,
0xF96D270D,0x043170,func_00043170,5,1,0,0,1,1,,,
0x2F510B80,0x0431C8,func_000431C8,5,1,0,0,1,1,,,
0x1D821C84,0x043220,func_00043220,5,1,0,0,1,1,,,
0x379BEA78,0x0432F0,func_000432F0,3,1,0,0,1,1,,,
0x74E51EA4,0x04728C,func_0004728C,75,1,3,0,1,0,,ThreadManForUser,
0xD14D875D,0x049864,func_00049864,12,1,0,0,0,0,,,
0xD66F81DF,0x049894,func_00049894,3,1,1,0,0,1,,,
0xD7221D20,0x04B258,func_0004B258,2,1,0,0,0,1,,,
0xFF4748F0,0x04B360,func_0004B360,12,1,1,0,0,0,,,
0x057BAF6A,0x04B4F0,func_0004B4F0,18,1,2,0,0,0,,sceNetAdhoc;sceNetAdhocMatching,
0x0CEF10F0,0x04B674,func_0004B674,16,1,2,0,0,0,,,
0x6AE55E91,0x04B728,func_0004B728,12,1,1,0,0,0,,,
0xB722881B,0x04B758,func_0004B758,17,1,1,0,0,0,,sceNetAdhoc,
0x958F298F,0x04B95C,func_0004B95C,9,1,0,0,0,0,,,
0xD2B87B2C,0x04BAEC,func_0004BAEC,18,1,2,0,0,0,,,
0x027B9796,0x04BCC8,func_0004BCC8,16,1,2,0,0,0,,sceNetAdhoc,
0x6368BABC,0x04E90C,func_0004E90C,16,1,1,0,0,1,,,
0x2F21139D,0x04E94C,func_0004E94C,16,1,1,0,0,1,,,
0x19AC3ED4,0x04EB0C,func_0004EB0C,4,1,2,0,1,0,,,
0xE43434AC,0x04F74C,func_0004F74C,41,1,1,0,0,0,,,
0xCC32BE69,0x04FF58,func_0004FF58,430,1,1,0,1,0,,sceRtc,
0x008B4553,0x050D24,func_00050D24,9,1,0,0,0,0,,,
0xD9E726DC,0x050F5C,func_00050F5C,9,1,0,0,0,0,,,
0x4D1B2279,0x0510F8,func_000510F8,9,1,0,0,1,0,,,
0x49199F3F,0x05111C,func_0005111C,16,1,3,0,0,0,,,
0x569E5E02,0x051184,func_00051184,16,1,3,0,0,0,,,
0x9559D88B,0x0515FC,func_000515FC,17,1,0,0,0,0,,,
0x26BDF70F,0x0516B0,func_000516B0,12,1,0,0,1,0,,,
0x46EACB7C,0x051724,func_00051724,12,1,0,0,1,0,,,
0x74CB7D02,0x0517C8,func_000517C8,17,1,0,0,0,0,,,
0x5ED6B8AE,0x0518B0,func_000518B0,17,1,0,0,0,0,,,
0x7A8E41CA,0x051924,func_00051924,17,1,0,0,0,0,,,
0xC15BF702,0x051994,func_00051994,17,1,0,0,0,0,,,
0x6E04A2B5,0x051A08,func_00051A08,17,1,0,0,0,0,,,
0x3134F230,0x051A7C,func_00051A7C,17,1,0,0,0,0,,,
0x05FD3047,0x051AF0,func_00051AF0,20,1,1,0,0,0,,,
0x97D7BF5F,0x051B90,func_00051B90,17,1,0,0,0,0,,,
0x251128FD,0x051CA0,func_00051CA0,27,1,1,0,1,0,,,
0x0ED40BD9,0x051D0C,func_00051D0C,22,1,1,0,0,0,,,
0x6533F67D,0x051D64,func_00051D64,10,1,0,0,1,0,,,
0x99E9314A,0x051D8C,func_00051D8C,23,1,1,0,0,0,,,
0xF352F222,0x051E78,func_00051E78,10,1,0,0,1,0,,,
0x3191B26A,0x051EA0,func_00051EA0,23,1,1,0,0,0,,,
0x71B597B9,0x052B00,func_00052B00,15,1,1,0,1,0,,,
0x3BC985D1,0x052B84,func_00052B84,30,1,1,0,1,0,,,
0x5EB01D69,0x052C28,func_00052C28,52,1,2,0,0,0,,,
0xC23B8C57,0x052DAC,func_00052DAC,49,1,2,0,0,0,,,
0xAEA7AA02,0x05301C,func_0005301C,15,1,1,0,0,0,,,
0xE738DE20,0x053058,func_00053058,11,1,1,0,1,0,,,
0x7E155A3E,0x053180,func_00053180,26,1,1,0,0,0,,,
0x5096D1B3,0x0532D0,func_000532D0,9,1,0,0,0,0,,,
0x432B2436,0x053364,func_00053364,13,1,2,0,0,0,,,
0x218CCFB3,0x0534BC,func_000534BC,9,1,0,0,0,0,,,
0x93A6F5A4,0x0534E0,func_000534E0,11,1,0,0,0,0,,,
0x4B6108E5,0x053A00,func_00053A00,9,1,0,0,0,0,,,
0xB9661F20,0x053A24,func_00053A24,3,1,1,0,0,0,,,
0xD84432B6,0x053BBC,func_00053BBC,9,1,0,0,0,0,,,
0x78749045,0x054024,func_00054024,12,1,2,0,0,0,,,
0x9831163C,0x054054,func_00054054,10,1,0,0,1,0,,,
0xF7D9BEF6,0x0540FC,func_000540FC,10,1,0,0,1,0,,,
0x845D409B,0x054124,func_00054124,20,1,3,0,0,0,,,
0xF6845BB5,0x054A8C,func_00054A8C,13,1,0,0,0,0,,,
0xDF190399,0x055138,func_00055138,14,1,1,0,1,0,,,
0x2157B640,0x0552F0,func_000552F0,26,1,2,0,0,0,,,
0xCCDAED90,0x055358,func_00055358,21,1,0,0,1,0,,,
0x6CD914D3,0x055450,func_00055450,19,1,1,0,0,0,,,
0x11C6BBA1,0x0554C8,func_000554C8,12,1,1,0,0,0,,,
0x99C49A5D,0x055520,func_00055520,44,1,2,0,0,0,,,
0x635BB4EE,0x0555D0,func_000555D0,27,1,1,0,1,0,,,
0x756D3370,0x055A30,func_00055A30,12,1,1,0,1,0,,,
0x159AFF02,0x055A90,func_00055A90,10,1,0,0,1,0,,,
0xE0EB5D1B,0x055D5C,func_00055D5C,12,1,1,0,0,0,,,
0x788CFA4B,0x055E18,func_00055E18,15,1,2,0,1,1,,,
0x5305D550,0x0572D4,func_000572D4,4,1,1,0,0,0,,,
0x8B3C2942,0x058E90,func_00058E90,49,1,2,0,1,0,,,
0xBABCE790,0x059360,func_00059360,20,1,3,0,1,0,,,
0xBB977070,0x059448,func_00059448,12,1,3,0,1,0,,,
0xAC7C7A6A,0x059478,func_00059478,12,1,3,0,1,0,,,
0x994CF8F8,0x0594A8,func_000594A8,12,1,3,0,1,0,,,
0x44E1C5AD,0x0594D8,func_000594D8,12,1,3,0,1,0,,,
0xE4BD1C8F,0x059508,func_00059508,12,1,3,0,1,0,,,
0xC5F0D6F8,0x059538,func_00059538,12,1,3,0,1,0,,,
0x0A60B08B,0x0596A8,func_000596A8,8,1,0,0,1,0,,,
0x8F688257,0x059930,func_00059930,21,1,3,0,0,0,,,
0xEB6AD488,0x059DD4,func_00059DD4,242,1,2,0,1,0,,,
0x34F0F2A2,0x05A470,func_0005A470,12,1,1,0,0,0,,,
0xB2ECA684,0x05B79C,func_0005B79C,18,1,0,0,1,0,,,
0xB2C3FF7E,0x05D288,func_0005D288,29,1,1,0,1,1,,,
0x19CDE964,0x05D9E8,func_0005D9E8,103,1,1,0,1,1,,,
0x84F43A88,0x05EA88,func_0005EA88,4,1,1,0,0,0,,,
0xB86A0894,0x05EAB8,func_0005EAB8,4,1,1,0,0,0,,,
0xE65115B6,0x05EAC8,func_0005EAC8,4,1,1,0,0,0,,,
0xFA8128D9,0x05EC70,func_0005EC70,4,1,1,0,0,0,,,
0x57E56FD3,0x05EC80,func_0005EC80,4,1,1,0,0,0,,,
0xB1BA3637,0x05EC90,func_0005EC90,4,1,1,0,0,0,,,
0x50F5EBDB,0x05ED88,func_0005ED88,4,1,1,0,0,0,,,
0x985F3AE0,0x05F014,func_0005F014,61,1,1,0,1,0,,,
0xBBC7AF01,0x06D9FC,func_0006D9FC,5,1,2,0,0,1,,,
0x446D8DE6,0x06E224,ThreadManForUser_446D8DE6,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0xF475845D,0x06E184,ThreadManForUser_F475845D,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x383F7BCC,0x06E1F4,ThreadManForUser_383F7BCC,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0xD6DA4BA1,0x06E104,ThreadManForUser_D6DA4BA1,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x28B6489C,0x06E1C4,ThreadManForUser_28B6489C,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x55C20A00,0x06E24C,ThreadManForUser_55C20A00,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0xEF9E4C70,0x06E174,ThreadManForUser_EF9E4C70,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x20FFF560,0x06E17C,ThreadManForUser_20FFF560,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x328F9E52,0x06E1E4,ThreadManForUser_328F9E52,0,1,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x3624AE78,0x000698,func_00000698,79,0,0,0,1,0,sceGe_user_E47E40E4;ThreadManForUser_55C20A00;sceGe_user_A4FC06A4;sceGe_user_AB49E76A;sceGe_user_03444EB4;sceGe_user_B287BD61;ThreadManForUser_EF9E4C70;sceGe_user_05DB22CE,ThreadManForUser;sceGe_user,
