nid,vram,func,words,call_sites,argc,stack_args,returns,leaf,sdk_calls,reaches,sdk_reexport
0xF6414A71,0x06E18C,ThreadManForUser_F6414A71,0,12,0,0,0,1,,ThreadManForUser,ThreadManForUser
0xA025F5D0,0x0153B0,func_000153B0,8,11,2,0,1,1,,,
0xB0BADD91,0x015C0C,func_00015C0C,32,11,2,0,1,1,,,
0x8C23C415,0x017DE4,func_00017DE4,7,11,3,0,1,1,,,
0x7812BD99,0x021B30,func_00021B30,32,11,1,0,0,1,,,
0x578BC0A3,0x027760,func_00027760,22,11,4,0,1,0,,,
0xF566A6A1,0x0277B8,func_000277B8,22,11,4,0,1,0,,,
0x834A6E13,0x03D5BC,func_0003D5BC,20,11,1,0,1,0,,,
0xC721E899,0x03FB08,func_0003FB08,12,11,0,0,0,1,,,
0x50D6F57B,0x0486B4,func_000486B4,42,11,3,0,1,0,,sceLibFont,
0xB779C0DF,0x04875C,func_0004875C,199,11,0,0,1,0,,ThreadManForUser;sceAtrac3plus;sceLibFont;sceSasCore,
0xD1A604C7,0x0497F0,func_000497F0,24,11,1,0,1,0,,Kernel_Library;SysMemUserForUser,
0xC1BE453D,0x04FF04,func_0004FF04,10,11,0,0,1,0,,,
0xA69042CD,0x051B40,func_00051B40,20,11,1,0,1,0,,,
0xBDD2252D,0x05D6A8,func_0005D6A8,9,11,0,0,1,0,,,
0xC7137112,0x05EEDC,func_0005EEDC,4,11,1,0,0,0,,,
0x60054052,0x00BD7C,func_0000BD7C,32,10,0,0,1,0,,,
0x15BE7861,0x0151EC,func_000151EC,7,10,3,0,1,1,,,
0x7D880441,0x016970,func_00016970,10,10,0,0,0,1,,,
0x42144DB8,0x01AF54,func_0001AF54,53,10,2,0,1,0,,,
0x312D660D,0x027410,func_00027410,11,10,0,0,1,0,,,
0x917CC4D5,0x027538,func_00027538,37,10,2,0,1,0,,,
0x53636C1D,0x02B4E4,func_0002B4E4,3,10,0,0,1,1,,,
0xD71FA940,0x02B7D0,func_0002B7D0,10,10,1,0,1,0,,,
0xA22C8F51,0x02B820,func_0002B820,64,10,2,0,1,0,,,
0xD6E0AA6A,0x02BA28,func_0002BA28,3,10,2,0,1,0,,,
0x465BB899,0x02CDD8,func_0002CDD8,2,10,0,0,0,0,,,
0xB7DFD65E,0x02E72C,func_0002E72C,212,10,6,0,1,0,,sceLibFont,
0xF6905EFA,0x03C394,func_0003C394,2,10,2,0,0,0,,,
0xA940A7F6,0x03C3E8,func_0003C3E8,26,10,2,0,1,0,,,
0xD46615D9,0x050878,func_00050878,8,10,0,0,1,0,,,
0x32CB2B73,0x05E2E8,func_0005E2E8,65,10,1,0,1,1,,,
0x0184D16D,0x05E3EC,func_0005E3EC,29,10,1,0,1,1,,,
0x2F061354,0x05E720,func_0005E720,25,10,1,0,1,1,,,
0x0E47B027,0x05EE4C,func_0005EE4C,4,10,1,0,0,0,,,
0xE71B4A22,0x014CDC,func_00014CDC,13,9,3,0,1,1,,,
0x8E537509,0x0153D0,func_000153D0,8,9,2,0,1,1,,,
0x1673F2B1,0x02068C,func_0002068C,148,9,3,0,1,0,,,
0x758DE09D,0x0263D8,func_000263D8,65,9,3,0,1,0,,,
0x723A097D,0x02CDE0,func_0002CDE0,2,9,0,0,0,0,,,
0x680BA5D6,0x031C04,func_00031C04,21,9,2,0,1,0,,Kernel_Library;ThreadManForUser;sceGe_user;sceLibFont,
0x551A8EF2,0x037060,func_00037060,33,9,3,0,1,0,,,
0x60ABAEE7,0x037158,func_00037158,23,9,1,0,1,0,,,
0xD7155BDE,0x03D60C,func_0003D60C,18,9,1,0,1,0,,,
0xD60CF578,0x04BA48,func_0004BA48,12,9,1,0,0,0,,,
0x51007C70,0x0510D4,func_000510D4,9,9,0,0,0,0,,,
0x7002278E,0x05180C,func_0005180C,12,9,0,0,1,0,,,
0x45FA60B1,0x052E70,func_00052E70,15,9,1,0,0,0,,,
0x9753FA81,0x054634,func_00054634,12,9,0,0,1,0,,,
0xE027B544,0x054834,func_00054834,10,9,0,0,1,0,,,
0x53D7C1EE,0x058BB0,func_00058BB0,32,9,2,0,1,0,,,
0x34A7E8C2,0x058CBC,func_00058CBC,28,9,1,0,1,0,,,
0x07CAB9E4,0x05E938,func_0005E938,25,9,1,0,1,1,,,
0xE7BEDD6E,0x05ECA0,func_0005ECA0,4,9,1,0,0,0,,,
0xAF8E6886,0x0167EC,func_000167EC,88,8,0,0,0,1,,,
0x8637BCB2,0x016B38,func_00016B38,10,8,0,0,0,1,,,
0xB8770B92,0x01B2D0,func_0001B2D0,28,8,3,0,0,0,,,
0xC0AB60EF,0x027858,func_00027858,18,8,2,0,1,0,,,
0x459B889D,0x02B584,func_0002B584,15,8,1,0,1,0,,,
0x1C2A8EDD,0x02B6E4,func_0002B6E4,27,8,3,0,1,0,,,
0x5836AFF1,0x02BFA8,func_0002BFA8,37,8,0,0,1,0,,IoFileMgrForUser;Kernel_Library;SysMemUserForUser;ThreadManForUser;sceUmdUser,
0x8C5B148E,0x0362BC,func_000362BC,106,8,3,0,1,0,,ThreadManForUser,
0xF96953BE,0x036464,func_00036464,124,8,5,0,1,0,,ThreadManForUser,
0x0D3E2FA6,0x03C304,func_0003C304,2,8,2,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x8798050C,0x03C3D8,func_0003C3D8,2,8,0,0,0,0,,,
0x8867335A,0x03D998,func_0003D998,17,8,1,0,1,0,,,
0xB3B5D3CF,0x044790,func_00044790,3,8,0,0,1,1,,,
0x5A023ABD,0x0449CC,func_000449CC,46,8,2,0,0,0,,,
0x0D3E34B5,0x04B3D8,func_0004B3D8,9,8,0,0,0,0,,,
0x9EB9A3A6,0x04B834,func_0004B834,20,8,3,0,0,0,,,
0x906A916B,0x04BA24,func_0004BA24,9,8,0,0,0,0,,,
0x5A6B0741,0x0506EC,func_000506EC,51,8,1,0,0,0,,,
0x687F1A2C,0x0532F4,func_000532F4,16,8,1,0,1,0,,,
0x1D76FBF3,0x05350C,func_0005350C,12,8,2,0,0,0,,,
0xB6C65705,0x05361C,func_0005361C,16,8,3,0,0,0,,,
0xC4D9C911,0x0588C4,func_000588C4,26,8,3,0,1,0,,,
0xBAB403B8,0x058C30,func_00058C30,35,8,2,0,1,0,,,
0xEF06FE41,0x0596E0,func_000596E0,68,8,4,0,1,0,,,
0x7DFFA500,0x05A3F4,func_0005A3F4,31,8,2,0,1,0,,,
0xF711002C,0x05D848,func_0005D848,9,8,0,0,1,0,,,
0x9AFBEBC2,0x05E6BC,func_0005E6BC,25,8,1,0,1,1,,,
0xE618B6BA,0x05EB74,func_0005EB74,4,8,1,0,0,0,,,
0xD2361003,0x05EDEC,func_0005EDEC,4,8,1,0,0,0,,,
0xE8D57DC6,0x001604,func_00001604,18,7,2,0,1,0,sceGe_user_B287BD61,sceGe_user,
0xC774A9D5,0x0160E4,func_000160E4,10,7,3,0,1,1,,,
0x54F69CFE,0x029368,func_00029368,42,7,3,0,1,0,,,
0x02C26DF1,0x02B7F8,func_0002B7F8,10,7,1,0,1,0,,,
0x4E3BEA66,0x02C09C,func_0002C09C,163,7,0,0,1,0,,,
0xE60D8E10,0x02CE74,func_0002CE74,2,7,0,0,0,0,,,
0xF11F0D9A,0x02FEBC,func_0002FEBC,215,7,1,0,1,0,,Kernel_Library;SysMemUserForUser,
0x6595A5B3,0x030548,func_00030548,5,7,1,0,1,1,,,
0xB8DDA661,0x036654,func_00036654,82,7,3,0,1,0,,,
0x088F768A,0x03BF6C,func_0003BF6C,18,7,0,0,0,0,,ThreadManForUser,
0xBF62545B,0x03C3B0,func_0003C3B0,2,7,3,0,0,0,,,
0x28BE130B,0x044A84,func_00044A84,56,7,1,0,1,0,,,
0xC644C679,0x04B260,func_0004B260,12,7,1,0,0,0,,sceNet;sceNetAdhocctl,
0x6A91E8E8,0x052138,func_00052138,13,7,1,0,1,0,,,
0xAE84266D,0x0547F4,func_000547F4,16,7,1,0,0,0,,,
0x2EE943AC,0x054A58,func_00054A58,13,7,1,0,0,0,,,
0xDD4DAED2,0x054F28,func_00054F28,23,7,1,0,1,0,,,
0x3532DEB2,0x055044,func_00055044,36,7,1,0,0,0,,,
0xC1FD7BFC,0x055278,func_00055278,15,7,1,0,0,0,,,
0xC78C87F4,0x05576C,func_0005576C,15,7,2,0,0,0,,,
0x0836FA55,0x055958,func_00055958,12,7,1,0,1,0,,,
0x7754CFD2,0x058D4C,func_00058D4C,10,7,1,0,1,1,,,
0x9854B469,0x05DB84,func_0005DB84,145,7,1,0,1,0,,,
0xBB4F3954,0x05ECD0,func_0005ECD0,4,7,1,0,0,0,,,
0x1672C0A7,0x05EE3C,func_0005EE3C,4,7,1,0,0,0,,,
0xBD86E5F9,0x05EF90,func_0005EF90,4,7,1,0,0,0,,,
0x50EA4D71,0x06C6E0,func_0006C6E0,5,7,2,0,0,1,,,
0xF3F76017,0x06E6FC,sceUtilityOskGetStatus,0,7,0,0,1,1,sceUtilityOskGetStatus,sceUtility,sceUtility:sceUtilityOskGetStatus()
0xCE32B68D,0x014770,func_00014770,4,6,1,0,1,1,,,
0x56DA956A,0x014FF8,func_00014FF8,10,6,2,0,1,1,,,
0xA2C4E735,0x0177B4,func_000177B4,157,6,2,0,1,0,,,
0x66B4DCA8,0x0239EC,func_000239EC,168,6,3,0,1,0,,,
0xC217BED0,0x023C8C,func_00023C8C,121,6,4,0,1,0,,,
0x1C99A7A5,0x0298F8,func_000298F8,14,6,1,0,1,1,,,
0x9074B94E,0x02AE08,func_0002AE08,159,6,3,0,1,0,,,
0x4786AAF9,0x02CE84,func_0002CE84,2,6,1,0,0,0,,,
0x91E5BB91,0x02F2C4,func_0002F2C4,65,6,4,0,1,0,,,
0x9FC4E656,0x02F3FC,func_0002F3FC,15,6,2,0,0,1,,,
0x31B68FCB,0x02FC68,func_0002FC68,146,6,1,0,1,0,,,
0x595083E7,0x03C3E0,func_0003C3E0,2,6,1,0,0,0,,,
0x0977A12F,0x03C660,func_0003C660,16,6,1,0,1,0,,,
0x5B08FB0D,0x0432D0,func_000432D0,5,6,0,0,1,1,,,
0x826AE59C,0x044B64,func_00044B64,30,6,0,0,1,0,,sceLibFont,
0xF843E20A,0x047B38,func_00047B38,29,6,1,0,1,0,,ThreadManForUser;sceAtrac3plus;sceLibFont;sceSasCore,
0x6D6C9B94,0x049734,func_00049734,47,6,0,0,1,0,,,
0x6919FD3F,0x04B30C,func_0004B30C,9,6,0,0,0,0,,,
0x9455886E,0x04E99C,func_0004E99C,44,6,1,0,1,0,,Kernel_Library;SysMemUserForUser,
0xA6D7B8CF,0x04FEA0,func_0004FEA0,15,6,1,0,0,0,,,
0xD79EAEBD,0x051A4C,func_00051A4C,12,6,0,0,1,0,,,
0x2213CC45,0x05216C,func_0005216C,25,6,2,0,0,0,,,
0xDA66B694,0x053588,func_00053588,16,6,3,0,0,0,,,
0xC78D825A,0x053710,func_00053710,20,6,4,0,0,0,,,
0x83D08468,0x0556D0,func_000556D0,12,6,1,0,1,0,,,
0xA263D2AF,0x058ADC,func_00058ADC,17,6,1,0,1,0,,,
0x6817B19B,0x05E528,func_0005E528,51,6,1,0,1,1,,,
0x46F3C6A2,0x05EB2C,func_0005EB2C,14,6,0,0,1,0,,,
0x5E3D649B,0x05EF2C,func_0005EF2C,17,6,1,0,1,0,,,
0x7B0C0E23,0x05F15C,func_0005F15C,4,6,1,0,0,0,,,
0xF6269B82,0x06E704,sceUtilityOskInitStart,0,6,1,0,1,1,sceUtilityOskInitStart,sceUtility,sceUtility:sceUtilityOskInitStart(x)
0x3DFAEBA9,0x06E684,sceUtilityOskShutdownStart,0,6,0,0,1,1,sceUtilityOskShutdownStart,sceUtility,sceUtility:sceUtilityOskShutdownStart()
0x4B85C861,0x06E694,sceUtilityOskUpdate,0,6,1,0,1,1,sceUtilityOskUpdate,sceUtility,sceUtility:sceUtilityOskUpdate(i)
0xE821E845,0x0063FC,func_000063FC,49,5,5,0,1,0,,,
0xB49A7697,0x00D1AC,func_0000D1AC,109,5,3,0,1,0,,,
0xC87E4924,0x0181C0,func_000181C0,15,5,2,0,1,1,,,
0xBF3E9066,0x018E24,func_00018E24,3,5,4,0,0,0,,IoFileMgrForUser;Kernel_Library;SysMemUserForUser;ThreadManForUser;sceUmdUser,
0x68728B41,0x0195B8,func_000195B8,4,5,3,0,0,0,,IoFileMgrForUser;Kernel_Library;SysMemUserForUser;ThreadManForUser,
0xE6977584,0x0208F4,func_000208F4,177,5,6,0,1,0,,,
0x63CD43C1,0x0217AC,func_000217AC,2,5,0,0,0,0,,,
0xCA9DD7B6,0x021DD8,func_00021DD8,3,5,1,0,0,0,,,
0x11EBE80C,0x026D24,func_00026D24,35,5,5,0,1,0,,,
0xF0243623,0x026DB0,func_00026DB0,18,5,2,0,1,0,,,
0x60F2ECE8,0x027D10,func_00027D10,63,5,8,0,1,0,,,
0xD0E95BD8,0x029418,func_00029418,23,5,2,0,1,0,,,
0x03E45FFF,0x02B5C0,func_0002B5C0,9,5,0,0,0,0,,,
0x53C23B57,0x02CE7C,func_0002CE7C,2,5,1,0,0,0,,,
0x8060707A,0x0305AC,func_000305AC,6,5,0,0,0,0,,,
0xB48A11FB,0x0372C8,func_000372C8,32,5,2,0,1,0,,Kernel_Library;SysMemUserForUser;ThreadManForUser;sceAudio;sceCtrl;sceDisplay;sceGe_user;sceMpeg;scePower;scePsmfPlayer;sceSuspendForUser;sceUmdUser,
0x07BBF7DB,0x03C1CC,func_0003C1CC,5,5,0,0,1,1,,,
0x74CA1190,0x03C1F8,func_0003C1F8,3,5,0,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x87A64CC6,0x042D0C,func_00042D0C,104,5,3,0,1,0,,sceLibFont,
0x530BB327,0x047528,func_00047528,45,5,1,0,1,0,,ThreadManForUser;sceAtrac3plus;sceLibFont;sceSasCore,
0xA93273D2,0x0475DC,func_000475DC,99,5,2,0,1,0,,IoFileMgrForUser,
0x486EBAC0,0x047768,func_00047768,244,5,1,0,1,0,,IoFileMgrForUser;ThreadManForUser;sceAtrac3plus;sceLibFont;sceSasCore,
0xA94DF30B,0x04B3B4,func_0004B3B4,9,5,0,0,0,0,,InterruptManager;SysMemUserForUser;ThreadManForUser;sceNet;sceNetAdhoc;sceNetAdhocctl;sceUtility,
0x8852C022,0x04B618,func_0004B618,11,5,0,0,0,0,,sceNetAdhoc;sceNetAdhocMatching,
0x57345021,0x04EAFC,func_0004EAFC,4,5,2,0,1,0,,,
0x3FD815F4,0x0518F4,func_000518F4,12,5,0,0,1,0,,,
0x62A243C4,0x051968,func_00051968,11,5,0,0,1,0,,,
0x5ABF64AE,0x0519D8,func_000519D8,12,5,0,0,1,0,,,
0xD4771E47,0x051AC0,func_00051AC0,12,5,0,0,1,0,,,
0xE6E2606B,0x053398,func_00053398,12,5,2,0,0,0,,,
0x8AA48382,0x053E14,func_00053E14,24,5,2,0,0,0,,,
0x0E0216E1,0x053EC8,func_00053EC8,22,5,2,0,0,0,,,
0x83E48CCF,0x054290,func_00054290,29,5,2,0,0,0,,,
0x020C6314,0x0543D0,func_000543D0,10,5,0,0,1,0,,,
0x1F435989,0x054450,func_00054450,16,5,2,0,0,0,,,
0xE8EB3756,0x05485C,func_0005485C,16,5,1,0,0,0,,,
0xBE54B40C,0x05489C,func_0005489C,9,5,0,0,1,0,,,
0x78ED2B0F,0x0548C0,func_000548C0,16,5,1,0,0,0,,,
0x55981772,0x054900,func_00054900,10,5,0,0,1,0,,,
0x783340AE,0x054BE0,func_00054BE0,22,5,2,0,0,0,,,
0xAC3EDD06,0x0550D4,func_000550D4,25,5,2,0,0,0,,,
0x9D9E0568,0x05E658,func_0005E658,25,5,1,0,1,1,,,
0x95E50EFA,0x05E860,func_0005E860,25,5,1,0,1,1,,,
0xE3C8F657,0x05E99C,func_0005E99C,6,5,1,0,0,0,,,
0x375A7F03,0x05EA58,func_0005EA58,6,5,1,0,0,0,,,
0xA8CD2FB9,0x05EC30,func_0005EC30,4,5,1,0,0,0,,,
0x51B8DDE5,0x05ECF0,func_0005ECF0,4,5,1,0,0,0,,,
0x74C5FE46,0x05F17C,func_0005F17C,4,5,1,0,0,0,,,
0x70CB33BE,0x06C678,func_0006C678,12,5,0,0,1,0,,ThreadManForUser;sceUtility,
0xDCA0DCE1,0x06C6A8,func_0006C6A8,2,5,0,0,0,0,,,
0x245526EE,0x06C6B0,func_0006C6B0,12,5,0,0,1,0,,ModuleMgrForUser;sceUtility,
0x1FB15A32,0x06E134,ThreadManForUser_1FB15A32,0,5,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x328C546A,0x06E1DC,ThreadManForUser_328C546A,0,5,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x6DBCF897,0x013068,func_00013068,54,4,4,0,1,0,,,
0x1B5B82BC,0x0132C0,func_000132C0,13,4,1,0,1,0,,,
0xBC1D779C,0x015224,func_00015224,7,4,3,0,1,1,,,
0x3325AA47,0x016184,func_00016184,11,4,2,0,1,1,,,
0x660F96F4,0x017E20,func_00017E20,43,4,3,0,1,1,,,
0x7B552C34,0x0195A0,func_000195A0,6,4,1,0,1,1,,,
0x2630B590,0x019E80,func_00019E80,16,4,0,0,1,1,,,
0x912118BD,0x01EDA8,func_0001EDA8,14,4,1,0,1,0,,,
0x1507D27D,0x021C64,func_00021C64,22,4,4,0,0,1,,,
0x8EA5CCE1,0x021D50,func_00021D50,30,4,0,0,0,1,,,
0xB46025DF,0x022D80,func_00022D80,54,4,3,0,0,0,,,
0x552AC0DF,0x024D14,func_00024D14,10,4,2,0,0,1,,,
0xB4136BBB,0x0264DC,func_000264DC,64,4,2,0,1,0,,,
0x942E589C,0x027AB4,func_00027AB4,24,4,2,0,1,0,,,
0xCB9CCF0B,0x029474,func_00029474,3,4,2,0,0,1,,,
0xA3FF902D,0x02A1E4,func_0002A1E4,53,4,1,0,1,1,,,
0x94982653,0x02B920,func_0002B920,66,4,2,0,1,0,,,
0xAB8BD7CA,0x02CE64,func_0002CE64,2,4,1,0,0,0,,,
0x4357F16E,0x02CE6C,func_0002CE6C,2,4,2,0,0,0,,,
0xAD222020,0x031FF8,func_00031FF8,32,4,3,0,1,0,,,
0x15AF4C89,0x034684,func_00034684,50,4,1,0,1,0,,,
0x47719795,0x035F28,func_00035F28,46,4,3,0,1,0,,ThreadManForUser,
0xBA168C37,0x03621C,func_0003621C,40,4,2,0,1,0,,,
0xED2013FB,0x0371B4,func_000371B4,13,4,1,0,0,0,,,
0x6DD74ECC,0x03C30C,func_0003C30C,3,4,0,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0xD7D8674A,0x03C36C,func_0003C36C,3,4,0,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x3EC38F85,0x04B5E0,func_0004B5E0,14,4,1,0,0,0,,,
0xE4867425,0x04B644,func_0004B644,12,4,1,0,0,0,,,
0x5CEDF44D,0x04EA4C,func_0004EA4C,44,4,1,0,1,0,,Kernel_Library;SysMemUserForUser,
0x6A55182E,0x050D7C,func_00050D7C,9,4,0,0,0,0,,,
0x6FE21799,0x051E50,func_00051E50,10,4,0,0,1,0,,,
0x983DA324,0x052414,func_00052414,135,4,1,0,1,0,,,
0xEB6FAACF,0x053334,func_00053334,12,4,2,0,0,0,,,
0xFEFCBA3E,0x053CEC,func_00053CEC,10,4,0,0,1,0,,,
0x0A1BFD9A,0x054378,func_00054378,10,4,0,0,1,0,,,
0xB6D80F09,0x0543A0,func_000543A0,12,4,1,0,0,0,,,
0x1F710553,0x05494C,func_0005494C,17,4,1,0,0,0,,sceImpose,
0x1D9BF787,0x054A08,func_00054A08,10,4,0,0,1,0,,,
0xF1CE9623,0x054AFC,func_00054AFC,34,4,2,0,0,0,,,
0x339B98FC,0x055424,func_00055424,11,4,1,0,1,0,,,
0x2D976EA8,0x055694,func_00055694,15,4,2,0,0,0,,,
0xE7FAA144,0x055700,func_00055700,15,4,2,0,0,0,,,
0x9F4359AB,0x0557D8,func_000557D8,15,4,2,0,0,0,,,
0x0EB054A9,0x055844,func_00055844,15,4,2,0,0,0,,,
0xF3DEE95F,0x055DB4,func_00055DB4,16,4,2,0,1,1,,,
0xE9F96A3F,0x0570F0,func_000570F0,35,4,1,0,1,1,,,
0x64D352A1,0x058A44,func_00058A44,38,4,3,0,1,0,,,
0x7DAC692D,0x058E14,func_00058E14,17,4,3,0,1,0,,,
0xE4F368A9,0x058F74,func_00058F74,10,4,1,0,1,1,,,
0x2DE9CA69,0x058FBC,func_00058FBC,10,4,1,0,1,1,,,
0x88D0D5B7,0x05DE68,func_0005DE68,36,4,1,0,1,0,,,
0x7F43E1A8,0x05E4C4,func_0005E4C4,25,4,1,0,1,1,,,
0x9E42D8A7,0x05E5F4,func_0005E5F4,25,4,1,0,1,1,,,
0x05AD6FCE,0x05E7E8,func_0005E7E8,25,4,1,0,1,1,,,
0x9E26B410,0x05E8C4,func_0005E8C4,29,4,1,0,1,1,,,
0x1DA3918E,0x05EAF8,func_0005EAF8,13,4,0,0,1,0,,,
0xC2235BFA,0x05EC20,func_0005EC20,4,4,1,0,0,0,,,
0x7F981A88,0x05ED00,func_0005ED00,34,4,1,0,1,0,,,
0xA5D0CCD2,0x05EF1C,func_0005EF1C,4,4,1,0,0,0,,,
0x224CD64E,0x06DBA4,func_0006DBA4,182,4,2,0,1,0,,,
0x3F53E640,0x06E214,ThreadManForUser_3F53E640,0,4,0,0,0,1,,ThreadManForUser,ThreadManForUser
0x812346E4,0x06E2D4,ThreadManForUser_812346E4,0,4,0,0,0,1,,ThreadManForUser,ThreadManForUser
0xE13B6DAE,0x005E70,func_00005E70,56,3,0,0,1,0,,,
0x4C0E0274,0x00D360,func_0000D360,22,3,2,0,1,0,,,
0xDA34FB1A,0x013E9C,func_00013E9C,31,3,0,0,0,0,,,
0x37548694,0x014D10,func_00014D10,13,3,3,0,1,1,,,
0x64CE5F24,0x014DDC,func_00014DDC,17,3,3,0,1,1,,,
0xACCDB524,0x015384,func_00015384,11,3,3,0,1,1,,,
0xD63C9E95,0x015B8C,func_00015B8C,32,3,2,0,1,1,,,
0x37562668,0x015C8C,func_00015C8C,91,3,3,0,1,1,,,
0x27511CE0,0x01621C,func_0001621C,23,3,2,0,1,1,,,
0x8D0CE141,0x016B60,func_00016B60,8,3,0,0,0,1,,,
0xC204E9F8,0x019E20,func_00019E20,7,3,0,0,0,0,,,
0x7CBFBEC2,0x019E5C,func_00019E5C,9,3,2,0,1,1,,,
0xCB1D1CCC,0x01A7B0,func_0001A7B0,60,3,0,0,1,0,sceIoGetstat,IoFileMgrForUser,
0x55F589D0,0x01B290,func_0001B290,16,3,1,0,1,0,,,
0xBAB43E61,0x020DD8,func_00020DD8,37,3,2,0,1,0,,,
0x5B05F797,0x02176C,func_0002176C,3,3,1,0,1,0,,,
0x597CDADD,0x024444,func_00024444,69,3,5,0,1,0,sceUtilityLoadModule,ThreadManForUser;sceUtility,
0x21C4F2FA,0x024C80,func_00024C80,29,3,0,0,0,0,,,
0x68B20872,0x024D3C,func_00024D3C,8,3,0,0,1,1,,,
0x717593A3,0x0261F8,func_000261F8,120,3,3,0,1,1,,,
0x00F1E005,0x026B20,func_00026B20,18,3,2,0,1,0,,,
0x0A3651EF,0x0271FC,func_000271FC,32,3,4,0,1,0,,,
0x8FB8C0A6,0x0298C4,func_000298C4,7,3,3,0,1,0,,,
0xFF360587,0x029930,func_00029930,2,3,2,0,0,1,,,
0xE36AFCA5,0x02F4F0,func_0002F4F0,3,3,0,0,1,1,,,
0xE11E4575,0x02F64C,func_0002F64C,30,3,1,0,1,0,,,
0x4CB2E2AD,0x02F8F8,func_0002F8F8,9,3,0,0,0,0,,,
0x25710975,0x03051C,func_0003051C,5,3,0,0,0,0,,,
0x4E4F1811,0x030628,func_00030628,66,3,1,0,1,0,,,
0x99F81E55,0x0307B4,func_000307B4,6,3,1,0,1,1,,,
0xE167E1C0,0x030864,func_00030864,14,3,4,0,1,1,,,
0x5777192D,0x0308D8,func_000308D8,48,3,0,0,1,0,,,
0x8884088B,0x03C2A8,func_0003C2A8,2,3,2,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0xDF5CB459,0x03C318,func_0003C318,3,3,1,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x8A309EAF,0x03C354,func_0003C354,3,3,0,0,0,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0x38DDEDD1,0x03C3B8,func_0003C3B8,2,3,2,0,0,0,,,
0xB445B257,0x03C450,func_0003C450,51,3,2,0,1,0,,ThreadManForUser;sceAtrac3plus;sceSasCore,
0xFC53D253,0x04B390,func_0004B390,9,3,0,0,0,0,,InterruptManager;ThreadManForUser;sceNet;sceNetAdhoc;sceNetAdhocMatching;sceNetAdhocctl;sceNetIfhandle;sceUtility,
0xD49B6BDD,0x04B470,func_0004B470,14,3,1,0,0,0,,sceNetAdhoc;sceNetAdhocMatching,
0x93578062,0x04B538,func_0004B538,14,3,1,0,0,0,,,
0x3F68D487,0x04B7E4,func_0004B7E4,20,3,3,0,0,0,,,
0xE1ECBDFB,0x04BD08,func_0004BD08,9,3,0,0,0,0,,,
0x6EEF2E59,0x04EB90,func_0004EB90,595,3,0,0,1,0,sceUtilityGetSystemParamString;sceOpenPSID_C69BEBCE,Kernel_Library;SysMemUserForUser;sceImpose;sceOpenPSID;sceUtility,
0xC2295CF3,0x04FA7C,func_0004FA7C,26,3,1,0,0,0,,,
0xBCCFD219,0x04FAE4,func_0004FAE4,210,3,2,0,0,0,,,
0x1E3B22BA,0x04FE2C,func_0004FE2C,14,3,1,0,0,0,,,
0xB1D174DA,0x050B9C,func_00050B9C,15,3,1,0,0,0,,,
0xA4375D58,0x050BD8,func_00050BD8,15,3,1,0,0,0,,,
0x2D86F442,0x051040,func_00051040,24,3,1,0,0,0,,,
0x6DF8A193,0x0511EC,func_000511EC,17,3,0,0,0,0,,,
0xB0DA6DA3,0x051C04,func_00051C04,39,3,2,0,0,0,,,
0x184C52C0,0x052F50,func_00052F50,12,3,1,0,1,0,,,
0x31B1A6F0,0x0531E8,func_000531E8,12,3,0,0,1,0,,,
0x293220C2,0x0533C8,func_000533C8,24,3,2,0,1,0,,,
0x585DF0FF,0x0535C8,func_000535C8,21,3,3,0,0,0,,,
0xCAB9DF55,0x053760,func_00053760,45,3,4,0,0,0,,,
0x8BD528F0,0x053B20,func_00053B20,9,3,0,0,0,0,,,
0xCC728840,0x053B7C,func_00053B7C,12,3,2,0,0,0,,,
0x58E54272,0x054214,func_00054214,21,3,1,0,0,0,,,
0xF1CABFAC,0x054348,func_00054348,12,3,1,0,0,0,,,
0x1FD5A78C,0x054490,func_00054490,12,3,1,0,1,0,,,
0x11369E88,0x0544C0,func_000544C0,16,3,2,0,0,0,,,
0x5A5244E3,0x054528,func_00054528,17,3,1,0,0,0,,,
0x923D4D46,0x0545D4,func_000545D4,24,3,1,0,0,0,,,
0x8517B8C4,0x0553AC,func_000553AC,30,3,2,0,0,0,,,
0x02D6D189,0x055880,func_00055880,12,3,1,0,1,0,,,
0x92675210,0x0558B0,func_000558B0,15,3,2,0,0,0,,,
0xB75B23D0,0x05591C,func_0005591C,15,3,2,0,0,0,,,
0xF358A88E,0x055988,func_00055988,15,3,2,0,0,0,,,
0x1C3A6111,0x0559F4,func_000559F4,15,3,2,0,0,0,,,
0xF078D8CF,0x055AB8,func_00055AB8,20,3,1,0,0,0,,,
0xDDAAA4FF,0x055C84,func_00055C84,15,3,2,0,0,0,,,
0x51A71BD2,0x055CC0,func_00055CC0,12,3,1,0,1,0,,,
0xEAB73341,0x055EFC,func_00055EFC,21,3,3,0,1,0,,,
