name,call_sites,max_args,distribution
ehsys_A36635DA,13,4,2 args x11; 4 args x2
ehsys_EBD1986B,13,2,2 args x13
ehsys_9490E557,13,3,3 args x13
ehsys_4E722BBD,13,1,1 args x2
ehsys_5E149703,13,7,2 args x11; 7 args x1; 3 args x1
ehsys_04E1CB0F,13,1,1 args x2
ehsys_28633E5D,13,3,1 args x12; 3 args x1
ehsys_99FF9D51,13,2,2 args x12
ehsys_1078C73B,13,1,1 args x13
ehsys_60BA0722,13,3,1 args x5; 3 args x1
ehsys_strlen,13,6,1 args x7; 3 args x2; 2 args x2
ehsys_45D54BCF,13,2,2 args x13
ehsys_310DE5C7,13,3,3 args x11; 1 args x2
ehsys_FA53F08C,13,5,2 args x9; 5 args x2; 4 args x2
ehsys_C8AF3744,13,3,2 args x10; 3 args x3
ehsys_31D0BD26,13,2,2 args x13
ehsys_C1F72EF5,12,1,1 args x8
ehsys_73918516,12,2,2 args x12
ehsys_B56890DA,12,6,3 args x10; 6 args x2
ehsys_5C1AEE8E,12,3,2 args x10; 3 args x2
ehsys_F6414A71,12,2,2 args x12
ehsys_B63981BD,12,2,1 args x11; 2 args x1
ehsys_2A501391,12,3,2 args x9; 3 args x3
ehsys_08813E19,12,2,2 args x12
ehsys_4510ECA2,12,3,2 args x10; 3 args x2
ehsys_abs,12,3,1 args x9; 3 args x3
ehsys_C57FD721,12,2,2 args x2; 1 args x2
ehsys_BFFBA174,12,3,1 args x2; 3 args x1
ehsys_CB6030CF,12,1,1 args x9
duel_eng_F755A991,12,2,2 args x11
duel_eng_9DB2566D,12,7,2 args x3; 3 args x1; 1 args x1
ehsys_5D9E6261,12,2,1 args x9; 2 args x1
ehsys_58223517,12,2,1 args x7; 2 args x4
ehsys_65B71542,12,2,1 args x7; 2 args x1
ehsys_AB8CF7CC,12,4,1 args x6; 2 args x2; 4 args x1
ehsys_FE08B1FC,12,5,1 args x8; 2 args x3; 5 args x1
ehsys_DA1BEA24,12,2,2 args x12
ehsys_D83FB4E8,12,3,2 args x10; 3 args x2
ehsys_62FD685F,12,2,2 args x12
ehsys_EA7396F6,12,5,5 args x1
ehsys_50D6F57B,11,3,3 args x11
ehsys_D1A604C7,11,1,1 args x11
ehsys_C1BE453D,11,8,3 args x1; 8 args x1; 1 args x1
ehsys_A025F5D0,11,3,2 args x9; 3 args x1; 1 args x1
ehsys_B0BADD91,11,2,2 args x11
ehsys_834A6E13,11,2,2 args x11
ehsys_B779C0DF,11,1,1 args x6
ehsys_F566A6A1,11,6,4 args x10; 6 args x1
ehsys_578BC0A3,11,8,4 args x9; 5 args x1; 8 args x1
ehsys_8C23C415,11,3,3 args x11
ehsys_7812BD99,11,1,1 args x11
ehsys_BDD2252D,11,4,1 args x8; 2 args x2; 4 args x1
ehsys_C7137112,11,2,1 args x9; 2 args x1
ehsys_A69042CD,11,1,1 args x11
ehsys_D71FA940,10,3,2 args x5; 1 args x4; 3 args x1
ehsys_A22C8F51,10,3,2 args x8; 3 args x2
ehsys_D6E0AA6A,10,3,2 args x9; 3 args x1
ehsys_917CC4D5,10,2,2 args x10
ehsys_F6905EFA,10,2,2 args x10
ehsys_42144DB8,10,3,2 args x8; 3 args x2
ehsys_rand,10,4,4 args x2; 1 args x2
ehsys_A940A7F6,10,2,2 args x6; 1 args x3
ehsys_312D660D,10,5,1 args x5; 5 args x5
ehsys_15BE7861,10,3,3 args x10
ehsys_B7DFD65E,10,6,6 args x10
ehsys_465BB899,10,2,2 args x4; 1 args x2
duel_eng_610CC73E,10,3,1 args x2; 2 args x1; 3 args x1
ehsys_7D880441,10,1,1 args x1
ehsys_32CB2B73,10,4,2 args x4; 1 args x4; 4 args x1
